dis,dis_name,dis_group,dis_group_name,dis_system,dis_system_name,dis_name_eng,SexDisease,chronic
O66,"其他梗阻性分娩	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Other obstructed labour,2,0
O67,"产程和分娩并发产时出血,不可归他处者	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,"Labour and delivery complicated by intrapartum haemorrhage, not elsewhere classified",2,0
O68,"产程和分娩并发胎儿应激反应	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Labour and delivery complicated by fetal stress [distress],2,0
O69,"产程和分娩并发脐带并发症	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Labour and delivery complicated by umbilical cord complications,2,0
O70,"分娩时会阴裂伤	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Perineal laceration during delivery,2,0
O71,"其他产科创伤	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Other obstetric trauma,2,0
O72,"产后出血	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Postpartum haemorrhage,2,0
O73,"胎盘和胎膜滞留不伴有出血	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,"Retained placenta and membranes, without haemorrhage",2,0
O74,"产程和分娩期间麻醉的并发症	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,Complications of anaesthesia during labour and delivery,2,0
O75,"产程和分娩的其他并发症,不可归类在他处者	",O60-O75,"产程和分娩的并发症		",O00-O99,妊娠、分娩和产褥期,"Other complications of labour and delivery, not elsewhere classified",2,0
O80,"单胎顺产	",O80-O84,分娩,O00-O99,妊娠、分娩和产褥期,Single spontaneous delivery,2,0
O81,"借助产钳和真空吸引器的单胎分娩	",O80-O84,分娩,O00-O99,妊娠、分娩和产褥期,Single delivery by forceps and vacuum extractor,2,0
O82,"经剖宫产术的单胎分娩	",O80-O84,分娩,O00-O99,妊娠、分娩和产褥期,Single delivery by caesarean section,2,0
O83,"其他助产的单胎分娩	",O80-O84,分娩,O00-O99,妊娠、分娩和产褥期,Other assisted single delivery,2,0
O84,"多胎分娩	",O80-O84,分娩,O00-O99,妊娠、分娩和产褥期,Multiple delivery,2,0
O85,"产褥期脓毒病	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Puerperal sepsis,2,0
O86,"其他产褥感染	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Other puerperal infections,2,0
O87,"产褥期的静脉并发症	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Venous complications in the puerperium,2,0
O88,"产科栓塞	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Obstetric embolism,2,0
O89,"产褥期中麻醉的并发症	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Complications of anaesthesia during the puerperium,2,0
O90,"产褥期的并发症,不可归类在他处者	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,"Complications of the puerperium, not elsewhere classified",2,2
O91,"与分娩有关的乳房感染	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Infections of breast associated with childbirth,2,0
O92,"与分娩有关的乳房和哺乳的其他疾患	",O85-O92,"主要与产褥期有关的并发症		",O00-O99,妊娠、分娩和产褥期,Other disorders of breast and lactation associated with childbirth,2,0
O94,妊娠、分娩和产褥期并发症的后遗症,O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,"Sequelae of complication of pregnancy, childbirth and the puerperium",2,0
O95,未特指原因的产科死亡,O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,Obstetric death of unspecified cause,2,0
O96,"任何产科原因的死亡,发生于分娩后42天以上至一年内",O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,Death from any obstetric cause occurring more than 42 days but less than one year after delivery,2,0
O97,直接产科原因后遗症的死亡,O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,Death from sequelae of direct obstetric causes,2,0
O98,"可归类在他处的孕产妇的传染病和寄生虫病并发于妊娠、分娩和产褥期	",O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,"Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",2,0
O99,"可归类在他处的孕产妇的其他疾病并发于妊娠、分娩和产褥期	",O94-O99,"其他产科情况,不可归类在他处者		",O00-O99,妊娠、分娩和产褥期,"Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium",2,2
P00,"胎儿和新生儿受母体情况影响,这些情况可能与本次妊娠无关",P00-P04,胎儿和新生儿受母体因素及妊娠、产程和分娩并发症的影响,P00-P96,起源于围生期的某些情况,Fetus and newborn affected by maternal conditions that may be unrelated to present pregnancy,0,0
P01,胎儿和新生儿受母体妊娠并发症的影响,P00-P04,胎儿和新生儿受母体因素及妊娠、产程和分娩并发症的影响,P00-P96,起源于围生期的某些情况,Fetus and newborn affected by maternal complications of pregnancy,0,0
P02,胎儿和新生儿受胎盘、脐带和胎膜的并发症的影响,P00-P04,胎儿和新生儿受母体因素及妊娠、产程和分娩并发症的影响,P00-P96,起源于围生期的某些情况,"Fetus and newborn affected by complications of placenta, cord and membranes",0,0
P03,胎儿和新生儿受产程和分娩的其他并发症的影响,P00-P04,胎儿和新生儿受母体因素及妊娠、产程和分娩并发症的影响,P00-P96,起源于围生期的某些情况,Fetus and newborn affected by other complications of labour and delivery,0,0
P04,胎儿和新生儿受经胎盘或母乳传播的有害物质的影响,P00-P04,胎儿和新生儿受母体因素及妊娠、产程和分娩并发症的影响,P00-P96,起源于围生期的某些情况,Fetus and newborn affected by noxious influences transmitted via placenta or breast milk,0,2
P05,胎儿生长缓慢和胎儿营养不良,P05-P08,与妊娠期长短和胎儿生长有关的疾患,P00-P96,起源于围生期的某些情况,Slow fetal growth and fetal malnutrition,0,0
P07,"与孕期短和低出生体重有关的疾患,不可归类在他处者",P05-P08,与妊娠期长短和胎儿生长有关的疾患,P00-P96,起源于围生期的某些情况,"Disorders related to short gestation and low birth weight, not elsewhere classified",0,0
P08,与孕期长和高出生体重有关的疾患,P05-P08,与妊娠期长短和胎儿生长有关的疾患,P00-P96,起源于围生期的某些情况,Disorders related to long gestation and high birth weight,0,0
P10,产伤引起的颅内撕裂和出血,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Intracranial laceration and haemorrhage due to birth injury,0,0
P11,中枢神经系统的其他产伤,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Other birth injuries to central nervous system,0,0
P12,头皮产伤,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Birth injury to scalp,0,0
P13,骨骼产伤,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Birth injury to skeleton,0,0
P14,周围神经系统产伤,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Birth injury to peripheral nervous system,0,0
P15,其他产伤,P10-P15,产伤,P00-P96,起源于围生期的某些情况,Other birth injuries,0,0
P20,子宫内低氧症,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Intrauterine hypoxia,0,0
P21,出生窒息,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Birth asphyxia,0,0
P22,新生儿呼吸窘迫,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Respiratory distress of newborn,0,0
P23,先天性肺炎,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Congenital pneumonia,0,0
P24,新生儿吸入综合征,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Neonatal aspiration syndromes,0,0
P25,起源于围生期的间质肺气肿及有关情况,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Interstitial emphysema and related conditions originating in the perinatal period,0,0
P26,起源于围生期的肺出血,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Pulmonary haemorrhage originating in the perinatal period,0,0
P27,起源于围生期的慢性呼吸性疾病,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Chronic respiratory disease originating in the perinatal period,0,0
P28,起源于围生期的其他呼吸性情况,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Other respiratory conditions originating in the perinatal period,0,0
P29,起源于围生期的心血管疾患,P20-P29,特发于围生期的呼吸和心血管疾患,P00-P96,起源于围生期的某些情况,Cardiovascular disorders originating in the perinatal period,0,2
P35,先天性病毒性疾病,P35-P39,特发于围生期的感染,P00-P96,起源于围生期的某些情况,Congenital viral diseases,0,2
P36,新生儿细菌性脓毒症,P35-P39,特发于围生期的感染,P00-P96,起源于围生期的某些情况,Bacterial sepsis of newborn,0,0
P37,其他先天性传染病和寄生虫病,P35-P39,特发于围生期的感染,P00-P96,起源于围生期的某些情况,Other congenital infectious and parasitic diseases,0,0
P38,新生儿脐炎伴或不伴轻度出血,P35-P39,特发于围生期的感染,P00-P96,起源于围生期的某些情况,Omphalitis of newborn with or without mild haemorrhage,0,0
P39,特发于围生期的其他感染,P35-P39,特发于围生期的感染,P00-P96,起源于围生期的某些情况,Other infections specific to the perinatal period,0,0
P50,胎儿失血,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Fetal blood loss,0,0
P51,新生儿脐带出血,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Umbilical haemorrhage of newborn,0,0
P52,胎儿和新生儿颅内非创伤性出血,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Intracranial nontraumatic haemorrhage of fetus and newborn,0,0
P53,胎儿和新生儿出血性疾病,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Haemorrhagic disease of fetus and newborn,0,0
P54,新生儿其他出血,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Other neonatal haemorrhages,0,0
P55,胎儿和新生儿的溶血性疾病,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Haemolytic disease of fetus and newborn,0,0
P56,溶血性疾病引起的胎儿水肿,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Hydrops fetalis due to haemolytic disease,0,0
P57,核黄疸,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Kernicterus,0,0
P58,其他过度溶血引起的新生儿黄疸,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Neonatal jaundice due to other excessive haemolysis,0,0
P59,其他和未特指原因所致的新生儿黄疸,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Neonatal jaundice from other and unspecified causes,0,0
P60,胎儿和新生儿播散性血管内凝血,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Disseminated intravascular coagulation of fetus and newborn,0,0
P61,其他围生期血液疾患,P50-P61,胎儿和新生儿出血性和血液学疾患,P00-P96,起源于围生期的某些情况,Other perinatal haematological disorders,0,0
P70,特发于胎儿和新生儿的暂时性碳水化合物代谢紊乱,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,0,2
P71,暂时性新生儿钙和镁代谢紊乱,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Transitory neonatal disorders of calcium and magnesium metabolism,0,0
P72,新生儿其他暂时性内分泌疾患,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Other transitory neonatal endocrine disorders,0,0
P74,新生儿其他暂时性电解质和代谢紊乱,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Other transitory neonatal electrolyte and metabolic disturbances,0,0
P75,胎粪性肠梗阻,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Meconium ileus,0,0
P76,新生儿其他肠梗阻,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Other intestinal obstruction of newborn,0,0
P77,胎儿和新生儿的坏死性小肠结肠炎,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Necrotizing enterocolitis of fetus and newborn,0,0
P78,其他围生期的消化系统疾患,P70-P78,特发于胎儿和新生儿的暂时性内分泌和代谢疾患,P00-P96,起源于围生期的某些情况,Other perinatal digestive system disorders,0,0
P80,新生儿低温症,P80-P83,累及胎儿和新生儿体被和体温调节的情况,P00-P96,起源于围生期的某些情况,Hypothermia of newborn,0,0
P81,新生儿其他体温调节障碍,P80-P83,累及胎儿和新生儿体被和体温调节的情况,P00-P96,起源于围生期的某些情况,Other disturbances of temperature regulation of newborn,0,0
P83,特发于胎儿和新生儿体被的其他情况,P80-P83,累及胎儿和新生儿体被和体温调节的情况,P00-P96,起源于围生期的某些情况,Other conditions of integument specific to fetus and newborn,0,0
P90,新生儿惊厥,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Convulsions of newborn,0,0
P91,新生儿的其他大脑障碍,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Other disturbances of cerebral status of newborn,0,0
P92,新生儿喂养问题,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Feeding problems of newborn,0,0
P93,胎儿和新生儿用药引起的反应和中毒,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Reactions and intoxications due to drugs administered to fetus and newborn,0,0
P94,新生儿肌张力疾患,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Disorders of muscle tone of newborn,0,0
P95,未特指原因的胎儿死亡,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Fetal death of unspecified cause,0,0
P96,起源于围生期的其他情况,P90-P96,起源于围生期的其他疾患,P00-P96,起源于围生期的某些情况,Other conditions originating in the perinatal period,0,0
Q00,无脑儿和类似畸形,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Anencephaly and similar malformations,0,1
Q01,脑膨出,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Encephalocele,0,1
Q02,小头畸形,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Microcephaly,0,1
Q03,先天性脑积水,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital hydrocephalus,0,1
Q04,脑的其他先天性畸形,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of brain,0,1
Q05,脊柱裂,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Spina bifida,0,1
Q06,脊髓的其他先天性畸形,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of spinal cord,0,1
Q07,神经系统其他先天性畸形,Q00-Q07,神经系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of nervous system,0,1
Q10,眼睑、泪器和眼眶先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital malformations of eyelid, lacrimal apparatus and orbit",0,1
Q11,无眼、小眼和巨眼畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Anophthalmos, microphthalmos and macrophthalmos",0,1
Q12,先天性晶状体畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital lens malformations,0,1
Q13,眼前段先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of anterior segment of eye,0,1
Q14,先天性眼后段畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of posterior segment of eye,0,1
Q15,眼的其他先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of eye,0,1
Q16,引起听力缺陷的耳先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of ear causing impairment of hearing,0,1
Q17,耳的其他先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of ear,0,1
Q18,面和颈部的其他先天性畸形,Q10-Q18,眼、耳、面和颈部先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of face and neck,0,1
Q20,心腔和心连接的先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of cardiac chambers and connections,0,1
Q21,心间隔先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of cardiac septa,0,1
Q22,肺动脉瓣和三尖瓣先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of pulmonary and tricuspid valves,0,1
Q23,主动脉瓣和二尖瓣先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of aortic and mitral valves,0,1
Q24,心脏的其他先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of heart,0,1
Q25,大动脉先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of great arteries,0,1
Q26,大静脉先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of great veins,0,1
Q27,周围循环系统的其他先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of peripheral vascular system,0,1
Q28,循环系统的其他先天性畸形,Q20-Q28,循环系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of circulatory system,0,1
Q30,鼻先天性畸形,Q30-Q34,呼吸系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of nose,0,1
Q31,喉先天性畸形,Q30-Q34,呼吸系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of larynx,0,1
Q32,气管和支气管先天性畸形,Q30-Q34,呼吸系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of trachea and bronchus,0,1
Q33,肺先天性畸形,Q30-Q34,呼吸系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of lung,0,1
Q34,呼吸系统的其他先天性畸形,Q30-Q34,呼吸系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of respiratory system,0,1
Q35,腭裂,Q35-Q37,唇裂和腭裂,Q00-Q99,先天性畸形、变形和染色体异常,Cleft palate,0,1
Q36,唇裂,Q35-Q37,唇裂和腭裂,Q00-Q99,先天性畸形、变形和染色体异常,Cleft lip,0,1
Q37,腭裂伴唇裂,Q35-Q37,唇裂和腭裂,Q00-Q99,先天性畸形、变形和染色体异常,Cleft palate with cleft lip,0,1
Q38,舌、口和咽的其他先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Other congenital malformations of tongue, mouth and pharynx",0,1
Q39,食管先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of oesophagus,0,1
Q40,上消化道的其他先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of upper alimentary tract,0,1
Q41,小肠先天性缺如、闭锁和狭窄,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital absence, atresia and stenosis of small intestine",0,1
Q42,大肠先天性缺如、闭锁和狭窄,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital absence, atresia and stenosis of large intestine",0,1
Q43,肠的其他先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of intestine,0,1
Q44,胆囊、胆管和肝先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital malformations of gallbladder, bile ducts and liver",0,1
Q45,消化系统的其他先天性畸形,Q38-Q45,消化系统的其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of digestive system,0,1
Q50,卵巢、输卵管和阔韧带先天性畸形,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital malformations of ovaries, fallopian tubes and broad ligaments",2,1
Q51,子宫和宫颈先天性畸形,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of uterus and cervix,2,1
Q52,女性生殖器的其他先天性畸形,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of female genitalia,2,1
Q53,睾丸未降,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Undescended testicle,1,1
Q54,尿道下裂,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Hypospadias,1,1
Q55,男性生殖器官的其他先天性畸形,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of male genital organs,1,1
Q56,性别不清和假两性畸形,Q50-Q56,生殖器官先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Indeterminate sex and pseudohermaphroditism,0,1
Q60,肾缺如和肾的其他萎缩性缺陷,Q60-Q64,泌尿系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Renal agenesis and other reduction defects of kidney,0,1
Q61,囊性肾病,Q60-Q64,泌尿系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Cystic kidney disease,0,1
Q62,肾盂的先天性梗阻性缺陷和输尿管先天性畸形,Q60-Q64,泌尿系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital obstructive defects of renal pelvis and congenital malformations of ureter,0,1
Q63,肾的其他先天性畸形,Q60-Q64,泌尿系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of kidney,0,1
Q64,泌尿系统的其他先天性畸形,Q60-Q64,泌尿系统先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of urinary system,0,1
Q65,髋先天性变形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital deformities of hip,0,1
Q66,足先天性变形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital deformities of feet,0,1
Q67,头、面、脊柱和胸的先天性肌肉骨骼变形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital musculoskeletal deformities of head, face, spine and chest",0,1
Q68,肌肉骨骼的其他先天性变形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital musculoskeletal deformities,0,1
Q69,多指[趾]畸形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Polydactyly,0,1
Q70,并指[趾]畸形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Syndactyly,0,1
Q71,上肢短小缺陷,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Reduction defects of upper limb,0,1
Q72,下肢短小缺陷,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Reduction defects of lower limb,0,1
Q73,未特指四肢的短小缺陷,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Reduction defects of unspecified limb,0,1
Q74,四肢的其他先天性畸形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of limb(s),0,1
Q75,颅和面骨的其他先天性畸形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of skull and face bones,0,1
Q76,脊柱及胸廓先天性畸形,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of spine and bony thorax,0,1
Q77,骨软骨发育不良伴管状骨和脊柱的发育缺陷,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Osteochondrodysplasia with defects of growth of tubular bones and spine,0,1
Q78,其他骨软骨发育不良,Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,Other osteochondrodysplasias,0,1
Q79,"肌肉骨骼系统先天性畸形,不可归类在他处者",Q65-Q79,肌肉骨骼系统先天性畸形和变形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital malformations of the musculoskeletal system, not elsewhere classified",0,1
Q80,先天性鱼鳞病,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital ichthyosis,0,1
Q81,大疱性表皮松解症,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Epidermolysis bullosa,0,1
Q82,皮肤的其他先天性畸形,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of skin,0,1
Q83,乳房先天性畸形,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Congenital malformations of breast,2,1
Q84,体被的其他先天性畸形,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other congenital malformations of integument,0,1
Q85,"斑痣性错构瘤病,不可归类在他处者",Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Phakomatoses, not elsewhere classified",0,1
Q86,"已知的外源性原因引起的先天性畸形综合征,不可归类在他处者",Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Congenital malformation syndromes due to known exogenous causes, not elsewhere classified",0,1
Q87,影响多系统的其他特指先天性畸形综合征,Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,Other specified congenital malformation syndromes affecting multiple systems,0,1
Q89,"其他先天性畸形,不可归类在他处者",Q80-Q89,其他先天性畸形,Q00-Q99,先天性畸形、变形和染色体异常,"Other congenital malformations, not elsewhere classified",0,1
Q90,唐氏综合征[先天愚型],Q90-Q99,"染色体异常,不可归类在他处者",Q00-Q99,先天性畸形、变形和染色体异常,Down's syndrome,0,1
